voter_id,first_name,last_name,birth_year,address_line,city,postal_code,latitude,longitude,registration_status,reported_district,source_file,last_updated,received_date,matched_district,duplicate_id_flag,duplicate_person_address_flag,missing_address_flag,invalid_postal_code_flag,missing_location_flag,out_of_region_flag,unmatched_district_flag,district_mismatch_flag,stale_record_flag,anomaly_count,anomaly_types,needs_review
SIM-VR-00488,Rowan,Test,1996,,Esquimalt,V4B 3T5,48.416337,-123.407215,Active,Esquimalt-Metchosin,Federal_Electors_Extract_2026Q2.csv,2025-02-22,2026-04-26,Esquimalt-Metchosin,0,0,1,0,0,0,0,0,1,2,missing_address; stale_record,1
SIM-VR-00489,Quinn,Mock,1953,9631 Tillicum Rd,Esquimalt,V9N 2J9,48.435574,-123.446029,Active,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2025-08-10,2026-06-07,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00490,Hayden,Demo,1995,5530 Shelbourne St,Saanich,V4C 7Y7,48.486518,-123.370972,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2025-08-01,2026-04-26,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00491,Sam,Demo,1952,9921 Hillside Ave,Saanich,V7H 6B4,48.475916,-123.341672,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2025-01-02,2026-05-17,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00492,Quinn,Training,1965,4192 Admirals Rd,Saanich,V5G 9R9,48.49613,-123.367123,Active,Saanich South,Federal_Electors_Extract_2026Q2.csv,2025-01-13,2026-06-04,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00493,Hayden,Practice,1942,8300 Cedar Hill Rd,Esquimalt,V6S 0V0,48.435738,-123.408381,Active,Esquimalt-Metchosin,Federal_Electors_Extract_2026Q2.csv,2026-04-02,2026-05-15,Esquimalt-Metchosin,1,1,0,0,0,0,0,0,0,2,duplicate_id; duplicate_person_address,1
SIM-VR-00494,Alex,Sample,2002,9990 Harbour View Rd,Esquimalt,V6E 6G9,48.422632,-123.442752,Active,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2025-04-26,2026-06-22,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00495,Avery,Sample,2004,5229 Shelbourne St,Saanich,V1C 3B1,48.474952,-123.339956,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2026-06-10,2026-06-02,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00496,Casey,Placeholder,1969,4585 Shelbourne St,Saanich,V3G 6X6,,,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2025-10-19,2026-04-28,,0,0,0,0,1,0,1,0,0,2,missing_location; unmatched_district,1
SIM-VR-00497,Quinn,Mock,1959,5946 Pandora Ave,Saanich,V6P 2H9,48.491629,-123.366869,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2025-01-28,2026-06-25,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00498,Riley,Synthetic,1999,3266 Cedar Hill Rd,Victoria,V8H 3A0,49.365777,-122.655097,Active,Victoria-Swan Lake,Federal_Electors_Extract_2026Q2.csv,2025-09-21,2026-04-27,,0,0,0,0,0,1,1,0,0,2,out_of_region; unmatched_district,1
SIM-VR-00499,Parker,Demo,1955,7024 Cook St,Oak Bay,V7C 2J1,48.427692,-123.321836,Active,Oak Bay-Gordon Head,VitalStats_Status_Update_2026Q2.csv,2026-04-21,2026-05-07,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00500,Drew,Mock,1969,3458 Fort St,Victoria,V8B 0S3,48.428173,-123.368309,Active,Victoria-Beacon Hill,ICBC_Address_Update_2026Q2.csv,2026-01-13,2026-06-23,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00501,Drew,Placeholder,1967,9042 Pandora Ave,Esquimalt,V0V 2T1,48.410185,-123.437155,Active,Esquimalt-Metchosin,VitalStats_Status_Update_2026Q2.csv,2026-05-09,2026-06-04,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00502,Sam,Test,1995,3627 Bay St,Oak Bay,V5R 3V8,48.424129,-123.298881,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2025-10-04,2026-06-15,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00503,Morgan,Test,1978,7301 Admirals Rd,Victoria,V7T 9J1,48.438877,-123.359477,Inactive,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-02-14,2026-05-15,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00504,Rowan,Training,1960,8167 Bay St,Oak Bay,V5E 2X2,48.462117,-123.308156,Active,Oak Bay-Gordon Head,Online_Registration_Extract_2026Q2.csv,2026-01-14,2026-04-30,Oak Bay-Gordon Head,1,1,0,0,0,0,0,0,0,2,duplicate_id; duplicate_person_address,1
SIM-VR-00505,Hayden,Sample,1955,1357 Fort St,Esquimalt,V8G 3Y8,48.435929,-123.448059,Active,Saanich South,Federal_Electors_Extract_2026Q2.csv,2024-07-11,2026-06-02,Esquimalt-Metchosin,0,0,0,0,0,0,0,1,1,2,district_mismatch; stale_record,1
SIM-VR-00506,Drew,Test,1959,482 Hillside Ave,Victoria,V7P 3E5,49.392815,-122.489269,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2026-04-27,2026-04-27,,0,0,0,0,0,1,1,0,0,2,out_of_region; unmatched_district,1
SIM-VR-00507,Drew,Placeholder,1972,355 Gorge Rd,Oak Bay,V4A 0G8,48.458757,-123.288639,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2024-10-04,2026-04-28,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00508,Jordan,Practice,1967,1361 Fort St,Victoria,12345,48.443472,-123.367414,Active,Victoria-Swan Lake,Contact_Centre_Update_2026Q2.csv,2024-11-13,2026-05-22,Victoria-Swan Lake,0,0,0,1,0,0,0,0,1,2,invalid_postal_code; stale_record,1
SIM-VR-00509,Quinn,Synthetic,1999,6253 Gorge Rd,Victoria,V8S 7Y8,48.436254,-123.345953,Active,Victoria-Swan Lake,Contact_Centre_Update_2026Q2.csv,2025-10-16,2026-04-30,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00510,Morgan,Example,1963,6252 Douglas St,Saanich,V1E 3T6,48.469539,-123.375348,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2025-09-13,2026-05-19,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00511,Avery,Training,1983,4947 Hillside Ave,Victoria,V8B 7H0,48.452572,-123.364344,Active,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2024-10-19,2026-05-26,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00512,Drew,Sample,1989,,Victoria,V4R 0G2,48.41861,-123.389328,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2026-05-09,2026-05-06,Victoria-Beacon Hill,0,0,1,0,0,0,0,0,0,1,missing_address,1
SIM-VR-00513,Morgan,Mock,2007,5131 Douglas St,Esquimalt,V7N 8E6,48.448198,-123.434729,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2026-01-05,2026-05-09,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00514,Casey,Mock,1989,641 Pandora Ave,Saanich,V7R 0J5,48.483646,-123.391229,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2024-07-22,2026-05-16,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00515,Parker,Synthetic,2005,6116 Fort St,Oak Bay,V5N 8Y6,48.455474,-123.318481,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2025-12-19,2026-05-09,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00516,Hayden,Practice,2006,8967 Harbour View Rd,Oak Bay,V8E 2J0,48.455216,-123.311985,Active,Oak Bay-Gordon Head,Online_Registration_Extract_2026Q2.csv,2025-05-21,2026-05-20,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00517,Avery,Practice,1994,5483 Fort St,Esquimalt,V7H 2Y9,48.438933,-123.415426,Pending Review,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2026-03-15,2026-06-24,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,1
SIM-VR-00518,Hayden,Public,1987,2324 Harbour View Rd,Saanich,V5J 7B3,49.334305,-122.865257,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2024-12-20,2026-05-15,,0,0,0,0,0,1,1,0,1,3,out_of_region; unmatched_district; stale_record,1
SIM-VR-00519,Drew,Training,1980,5868 Harbour View Rd,Victoria,V6G 1E7,48.418737,-123.372036,Active,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2025-10-12,2026-05-05,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00520,Avery,Synthetic,1971,9810 Gorge Rd,Saanich,V4T 5P8,48.479526,-123.373677,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2024-09-30,2026-06-16,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00521,Alex,Synthetic,2007,1494 Fort St,Victoria,V2R 4P4,48.447824,-123.368509,Active,Victoria-Swan Lake,ICBC_Address_Update_2026Q2.csv,2025-12-28,2026-05-24,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00522,Reese,Demo,1965,6783 Fort St,Oak Bay,V8A 3N4,48.446653,-123.292171,Active,Oak Bay-Gordon Head,ICBC_Address_Update_2026Q2.csv,2025-12-18,2026-05-13,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00523,Riley,Mock,1955,1436 Admirals Rd,Saanich,V3A 7S6,48.502645,-123.366109,Inactive,Saanich South,ICBC_Address_Update_2026Q2.csv,2025-01-08,2026-06-20,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00524,Drew,Sample,2004,7930 Shelbourne St,Victoria,V0N 4P2,48.422051,-123.364557,Active,Victoria-Beacon Hill,Contact_Centre_Update_2026Q2.csv,2024-02-05,2026-04-29,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00525,Sam,Placeholder,1993,7243 Cedar Hill Rd,Saanich,V3S 3N6,48.500409,-123.386686,Active,Saanich South,Federal_Electors_Extract_2026Q2.csv,2024-11-26,2026-06-02,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00526,Morgan,Practice,1973,936 Cedar Hill Rd,Saanich,V9S 8T2,48.4926,-123.338943,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2025-07-30,2026-06-23,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00527,Morgan,Practice,1974,2249 Shelbourne St,Victoria,V4C 8P2,48.410479,-123.392563,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2025-08-26,2026-05-13,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00528,Rowan,Placeholder,1957,8515 Hillside Ave,Victoria,V0S 9P0,48.417227,-123.37477,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2025-11-01,2026-05-24,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00529,Casey,Synthetic,1995,7827 Hillside Ave,Saanich,V9S 9N2,48.475627,-123.391644,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2025-12-24,2026-04-26,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00530,Parker,Sample,1997,179 Shelbourne St,Oak Bay,V5J 3E1,48.433261,-123.287081,Active,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2025-08-20,2026-04-29,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00531,Parker,Test,1969,6430 Cook St,Oak Bay,V5A 3G3,48.43729,-123.292024,Active,Oak Bay-Gordon Head,ICBC_Address_Update_2026Q2.csv,2024-10-19,2026-06-21,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00532,Rowan,Training,1984,2925 Douglas St,Victoria,V7J 0T7,48.413305,-123.380724,Active,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2025-09-10,2026-05-15,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00533,Cameron,Placeholder,1973,,Oak Bay,V8Y 7H8,48.452381,-123.292637,Active,Oak Bay-Gordon Head,Online_Registration_Extract_2026Q2.csv,2025-08-04,2026-05-26,Oak Bay-Gordon Head,0,0,1,0,0,0,0,0,0,1,missing_address,1
SIM-VR-00534,Morgan,Placeholder,2003,4246 Pandora Ave,Victoria,V1Y 1S4,48.424322,-123.392675,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2024-09-01,2026-05-13,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00535,Hayden,Public,1979,1242 Admirals Rd,Victoria,V4S 5J2,49.483425,-122.433176,Active,Victoria-Beacon Hill,Contact_Centre_Update_2026Q2.csv,2025-04-16,2026-05-26,,0,0,0,0,0,1,1,0,1,3,out_of_region; unmatched_district; stale_record,1
SIM-VR-00536,Avery,Test,1975,8034 Gorge Rd,Oak Bay,V4G 9E9,48.462442,-123.311846,Active,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2024-07-19,2026-06-12,Oak Bay-Gordon Head,1,1,0,0,0,0,0,0,1,3,duplicate_id; duplicate_person_address; stale_record,1
SIM-VR-00537,Cameron,Mock,1969,8378 Fort St,Saanich,V6J 0A1,48.467014,-123.338561,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2024-08-31,2026-05-23,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00538,Morgan,Public,1989,7455 Bay St,Saanich,V4A 0B6,48.467632,-123.373069,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2024-12-17,2026-05-03,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00539,Parker,Placeholder,1955,8896 Fort St,Victoria,V2T 3T8,48.427241,-123.358841,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2025-03-11,2026-05-19,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00540,Morgan,Test,2000,8439 Cedar Hill Rd,Victoria,V5T 8N9,48.424536,-123.372399,Active,Victoria-Beacon Hill,ICBC_Address_Update_2026Q2.csv,2025-12-23,2026-05-09,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00541,Drew,Mock,1960,1948 Cook St,Esquimalt,V4C 6X7,48.423754,-123.405842,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2025-12-25,2026-05-18,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00542,Morgan,Sample,1984,2635 Tillicum Rd,Saanich,V1B 9E5,48.489465,-123.362254,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2024-07-30,2026-05-11,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00543,Morgan,Training,1970,8368 Pandora Ave,Saanich,V2P 7B4,48.469906,-123.341153,Inactive,Saanich South,Contact_Centre_Update_2026Q2.csv,2026-03-01,2026-06-10,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00544,Cameron,Example,1993,2925 Shelbourne St,Oak Bay,V1A 5E1,48.472212,-123.302725,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2026-01-23,2026-05-06,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00545,Rowan,Placeholder,2003,3580 Harbour View Rd,Esquimalt,V7C 0N7,48.41566,-123.445674,Pending Review,Esquimalt-Metchosin,Online_Registration_Extract_2026Q2.csv,2025-08-13,2026-06-10,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,1
SIM-VR-00546,Taylor,Demo,1983,832 Bay St,Victoria,V5X 2X9,,,Pending Review,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2025-08-05,2026-05-05,,0,0,0,0,1,0,1,0,0,2,missing_location; unmatched_district,1
SIM-VR-00547,Drew,Public,1945,6946 Shelbourne St,Saanich,V3N 3N8,48.473363,-123.368429,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2026-05-23,2026-06-12,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00548,Parker,Placeholder,2006,1421 Gorge Rd,Saanich,V9G 0R1,48.469809,-123.380358,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2025-01-14,2026-05-13,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00549,Casey,Demo,1966,2430 Bay St,Oak Bay,V4P 4N1,48.423594,-123.30623,Active,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2026-04-11,2026-06-05,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00550,Jamie,Placeholder,2005,8110 Shelbourne St,Victoria,V9S 5H3,,,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-02-28,2026-05-11,,0,0,0,0,1,0,1,0,1,3,missing_location; unmatched_district; stale_record,1
SIM-VR-00551,Jordan,Practice,1980,9729 Admirals Rd,Saanich,V5E 7S1,48.484614,-123.364977,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2025-08-06,2026-05-26,Saanich South,1,1,0,0,0,0,0,0,0,2,duplicate_id; duplicate_person_address,1
SIM-VR-00552,Taylor,Demo,1997,1575 Cook St,Oak Bay,V0T 2B4,48.472245,-123.299053,Active,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2025-04-08,2026-04-28,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00553,Sam,Example,1984,3635 Pandora Ave,Saanich,V7P 1G9,48.478919,-123.364716,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2025-06-04,2026-04-30,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00554,Morgan,Practice,2007,1208 Fort St,Oak Bay,V8C 0N6,48.449987,-123.318913,Active,Oak Bay-Gordon Head,VitalStats_Status_Update_2026Q2.csv,2025-06-10,2026-06-12,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00555,Jordan,Synthetic,1984,2110 Admirals Rd,Esquimalt,V3Y 1S5,48.4258,-123.424859,Active,Esquimalt-Metchosin,Federal_Electors_Extract_2026Q2.csv,2024-08-31,2026-06-14,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00556,Morgan,Public,1969,9026 Gorge Rd,Oak Bay,V9T 6G8,48.441565,-123.311342,Active,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2025-02-28,2026-05-29,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00557,Sam,Mock,2005,4702 Bay St,Saanich,V6N 0V4,48.468141,-123.384995,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2025-09-12,2026-06-14,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00558,Avery,Placeholder,1985,7457 Harbour View Rd,Saanich,V9R 5C1,48.495256,-123.359535,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2025-12-27,2026-05-08,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00559,Rowan,Test,1977,2070 Tillicum Rd,Esquimalt,V9S 0R3,48.448594,-123.428855,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2025-02-01,2026-05-31,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00560,Quinn,Mock,1945,9562 Admirals Rd,Oak Bay,V9T 6E3,48.466919,-123.328281,Active,Oak Bay-Gordon Head,Online_Registration_Extract_2026Q2.csv,2025-06-04,2026-06-13,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00561,Taylor,Training,1955,6137 Pandora Ave,Victoria,V4A 0G1,48.448686,-123.384764,Active,Victoria-Swan Lake,ICBC_Address_Update_2026Q2.csv,2026-02-10,2026-04-29,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00562,Cameron,Practice,1977,9907 Hillside Ave,Saanich,V4J 6V6,48.501011,-123.36952,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2024-10-16,2026-06-22,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00563,Alex,Public,1973,3010 Shelbourne St,Oak Bay,V9B 0B0,48.465494,-123.320217,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2024-09-24,2026-06-12,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00564,Morgan,Demo,1985,8590 Bay St,Victoria,V2B 4X0,48.41772,-123.389157,Inactive,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2025-02-26,2026-06-25,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00565,Sam,Synthetic,1959,4585 Fort St,Victoria,V4P 1G4,48.444911,-123.375545,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-03-03,2026-06-02,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00566,Taylor,Training,1986,2396 Pandora Ave,Esquimalt,V6T 7A6,48.425004,-123.41729,Active,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2024-09-19,2026-06-11,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00567,Parker,Public,1996,8480 Admirals Rd,Saanich,V4V 3Y8,48.49359,-123.369832,Inactive,Saanich South,ICBC_Address_Update_2026Q2.csv,2026-03-05,2026-06-11,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00568,Sam,Sample,1966,2264 Douglas St,Esquimalt,V7R 5G7,48.434224,-123.442863,Active,Esquimalt-Metchosin,VitalStats_Status_Update_2026Q2.csv,2025-08-29,2026-05-31,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00569,Parker,Practice,2006,1090 Tillicum Rd,Victoria,V6H 3B4,48.427785,-123.375045,Active,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2025-07-12,2026-05-22,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00570,Riley,Mock,1944,1854 Pandora Ave,Victoria,V8V 8B7,48.453894,-123.37081,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2024-04-21,2026-05-29,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00571,Jamie,Sample,1946,5799 Fort St,Victoria,V5A 6J8,48.450399,-123.356641,Pending Review,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-08-30,2026-05-29,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,1
SIM-VR-00572,Quinn,Placeholder,1992,1920 Admirals Rd,Victoria,V4S 1A8,48.421722,-123.36695,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2025-04-22,2026-06-18,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00573,Taylor,Training,1984,6361 Pandora Ave,Victoria,V3A 0H9,48.423682,-123.391123,Pending Review,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2025-05-22,2026-06-18,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00574,Alex,Practice,1973,1976 Tillicum Rd,Saanich,V3S 4X6,48.498101,-123.346983,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2024-08-05,2026-05-09,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00575,Alex,Placeholder,2005,2101 Bay St,Victoria,V6H 0X0,48.425223,-123.387314,Active,Victoria-Beacon Hill,ICBC_Address_Update_2026Q2.csv,2025-09-04,2026-06-12,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00576,Quinn,Example,1957,9820 Cook St,Esquimalt,V3A 3Y7,48.417283,-123.446786,Active,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2026-04-20,2026-06-08,Esquimalt-Metchosin,1,1,0,0,0,0,0,0,0,2,duplicate_id; duplicate_person_address,1
SIM-VR-00577,Jordan,Mock,2000,6479 Bay St,Esquimalt,V9T 9T0,48.421528,-123.434009,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2024-10-15,2026-06-10,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00578,Avery,Placeholder,1989,1613 Hillside Ave,Victoria,V4P 1T3,49.219168,-122.417295,Inactive,Victoria-Swan Lake,Federal_Electors_Extract_2026Q2.csv,2026-05-08,2026-06-22,,0,0,0,0,0,1,1,0,0,2,out_of_region; unmatched_district,1
SIM-VR-00579,Cameron,Training,1959,7014 Cedar Hill Rd,Victoria,V9G 2S8,48.42805,-123.380625,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2025-02-10,2026-05-26,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00580,Hayden,Example,1980,,Victoria,V1H 1X2,48.43641,-123.370206,Pending Review,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2025-12-16,2026-05-26,Victoria-Swan Lake,0,0,1,0,0,0,0,0,0,1,missing_address,1
SIM-VR-00581,Avery,Mock,1963,7619 Bay St,Victoria,V8Z4,48.455311,-123.360051,Active,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2024-10-29,2026-04-28,Victoria-Swan Lake,0,0,0,1,0,0,0,0,1,2,invalid_postal_code; stale_record,1
SIM-VR-00582,Riley,Test,1969,1719 Bay St,Victoria,V5V 4T5,48.435614,-123.378588,Pending Review,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2025-10-01,2026-06-05,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,1
SIM-VR-00583,Alex,Test,1952,7188 Harbour View Rd,Oak Bay,V1A 8T6,48.425111,-123.323301,Active,Oak Bay-Gordon Head,VitalStats_Status_Update_2026Q2.csv,2025-01-09,2026-06-07,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00584,Jordan,Mock,2001,2051 Hillside Ave,Esquimalt,V0N 5G3,,,Active,Esquimalt-Metchosin,Online_Registration_Extract_2026Q2.csv,2026-03-29,2026-05-30,,0,0,0,0,1,0,1,0,0,2,missing_location; unmatched_district,1
